Vehicle_ID,Manufacturer,Model,Year,Battery_Type,Battery_Capacity_kWh,Range_km,Charging_Type,Charge_Time_hr,Price_USD,Color,Country_of_Manufacture,Autonomous_Level,Safety_Rating,Units_Sold_2024,Warranty_Years
398,jeep,recon upcoming,2015,aluminumion,76.7,210,vehicletohome v2h,2.5,7481821,sunset orange,DENMARK,2.0,5.0,18634,3
399,toyota,bz4x,2016,calciumion,80.5,314,nacs,9.2,5638243,copper,IRELAND,5.0,5.0,18112,3
400,hyundai,ioniq 7 upcoming,2023,nickelmanganesecobalt,132.1,210,vehicletoload v2l,10.1,6350051,volcanic yellow,VIETNAM,1.0,3.0,19391,3
401,ferrari,sf90 stradale phev,2021,lithiumion,25.2,340,level 2 charging,5.4,7731842,cobalt blue,FRANCE,1.0,5.0,13324,3
402,volkswagen,id5,2019,lithiumiron phosphate,104.2,146,level 1 charging,6.0,6658039,cosmic purple,AUSTRALIA,5.0,4.0,4542,5
403,xpeng,g6,2020,flow batteries,80.4,424,level 1 charging,10.4,3848383,ice silver,MEXICO,2.0,5.0,17774,5
404,vinfast,vf 7,2025,solidstate,100.7,271,level 2 charging,6.4,13920049,turquoise,SOUTH KOREA,3.5,4.0,12007,3
405,genesis,gv60,2023,lithiumtitanate,120.6,170,mobile charging,3.2,4362692,aurora blue,ISRAEL,5.0,3.0,10500,4
406,toyota,lexus ux 300e,2025,nickelcobaltaluminum,56.0,132,overhead pantograph charging,4.5,8834723,matte black,CANADA,4.0,4.0,14810,5
407,byd,seagull,2016,lithiumiron phosphate,135.9,334,dc fast charging dcfc,1.4,1377535,copper,CHINA,2.0,4.0,4931,3
408,lotus,evija,2015,lithiumsulfur,74.1,449,chademo,5.9,804156,racing red,GERMANY,0.0,5.0,11006,4
409,jeep,wagoneer s,2025,flow batteries,122.3,348,vehicletohome v2h,5.8,980702,burgundy,POLAND,2.0,4.0,1550,3
410,fisker,pear upcoming,2022,nickelmetal hydride,100.4,182,solar charging,2.6,5104312,cosmic purple,SWEDEN,0.0,3.0,14447,4
411,byd,tang ev,2018,leadacid,111.9,440,mobile charging,11.7,4775331,candy apple red,SAUDI ARABIA,4.0,4.0,16364,3
412,changan,deepal s07,2017,lithiumion,146.1,379,mobile charging,7.9,6546682,copper,SINGAPORE,4.0,4.0,3680,5
413,great wall motors,ora good cat,2017,flow batteries,91.6,257,level 1 charging,5.1,13090523,candy apple red,BRAZIL,3.0,5.0,17250,3
414,vinfast,vf 8,2018,lithiumion,30.9,534,vehicletohome v2h,8.3,14491484,graphite gray,THAILAND,2.0,3.0,11831,4
415,ford,explorer ev europe,2020,nickelcobaltaluminum,68.5,245,overhead pantograph charging,4.5,14730284,matte gray,UK,3.0,4.0,9457,3
416,faraday future,ff 91,2021,nickelmetal hydride,128.6,406,dc fast charging dcfc,2.2,6638774,matte black,MEXICO,2.5,3.0,216,4
417,acura,zdx with gm ultium,2021,nickelmetal hydride,92.3,463,chademo,2.8,12987405,copper,UNITED ARAB EMIRATES,2.0,5.0,15186,3
418,nissan,leaf,2017,lithiumsulfur,59.0,427,vehicletoload v2l,1.9,10990962,copper,INDONESIA,5.0,4.0,9083,4
419,audi,a6 etron upcoming,2020,zincair,82.5,323,battery swapping,7.7,8712489,ice silver,CANADA,5.0,3.0,19059,3
420,ford,etransit,2022,aluminumion,110.1,282,nacs,1.1,7333961,emerald green,BRAZIL,5.0,3.0,16838,3
421,opel,grandland electric,2017,magnesiumion,32.3,485,nacs,6.8,13469318,platinum,POLAND,5.0,4.0,19006,4
422,canoo,lifestyle vehicle,2015,nickelmetal hydride,87.4,290,vehicletoload v2l,5.2,14050889,pearl white,FRANCE,4.0,5.0,17224,5
423,dacia,jogger hybrid,2021,nickelmanganesecobalt,139.1,159,chademo,11.1,8754219,magenta,ARGENTINA,2.666666666666667,5.0,11208,3
424,dacia,bigster ev upcoming,2015,lithiumtitanate,125.9,213,chademo,10.4,4708312,crimson red,POLAND,1.3333333333333335,4.0,3660,3
425,nissan,ariya,2021,lithiumion,45.5,116,level 2 charging,5.9,13902352,silver,CHINA,0.0,5.0,6730,5
426,lucid motors,lucid air,2025,sodiumion,23.8,174,battery swapping,11.4,7174039,pearl white,TURKEY,4.0,3.0,18944,3
427,lotus,eletre,2018,lithiumsulfur,42.3,486,level 1 charging,11.7,4184229,electric blue,TURKEY,3.0,4.0,3516,3
428,fisker,pear upcoming,2021,lithiumiron phosphate,86.9,308,ccs,9.3,6771363,sunset orange,CANADA,3.0,5.0,1330,3
429,rimac,nevera,2016,nickelcobaltaluminum,56.9,407,solar charging,8.4,13093082,crimson red,UNITED ARAB EMIRATES,3.0,4.0,15586,5
430,byd,tang ev,2015,flow batteries,83.9,153,plugin hydrogen refueling,5.5,10902579,green,CANADA,3.5,3.0,5528,3
431,byd,tang ev,2020,lithiumiron phosphate,97.3,306,ccs,3.2,809645,champagne,PORTUGAL,4.0,5.0,13114,4
432,great wall motors,ora ballet cat,2024,nickelcobaltaluminum,148.4,361,battery swapping,2.2,8455617,orange,SPAIN,1.0,3.0,1731,3
433,mahindra,xuv400,2017,nickelcobaltaluminum,98.6,267,chademo,4.0,10478791,stealth gray,CHINA,4.0,3.0,9619,5
434,mahindra,born electric upcoming range,2023,lithiumsulfur,90.5,514,level 1 charging,11.5,3379182,brown,CANADA,2.0,3.0,1076,3
435,lamborghini,lanzador upcoming ev,2017,nikemanganesecobalt,76.0,259,plugin hydrogen refueling,6.1,4312584,sky blue,RUSSIA,5.0,5.0,5121,5
436,bmw,i7,2019,nickelmanganesecobalt,96.8,293,overhead pantograph charging,9.3,641325,blue,GERMANY,1.0,5.0,19135,3
437,citroen,ami,2020,nickelcobaltaluminum,32.7,276,overhead pantograph charging,5.2,3677391,forest green,BELGIUM,2.0,3.0,9991,3
438,pininfarina,battista,2015,leadacid,62.4,335,vehicletogrid v2g,7.0,13816918,bronze,GERMANY,4.0,5.0,12789,4
439,ferrari,sf90 stradale phev,2022,solidstate,109.8,205,mobile charging,6.2,12737486,lime green,MEXICO,2.0,4.0,2468,5
440,rivian,r1s,2019,lithiumion,58.7,393,plugin hydrogen refueling,9.8,10494867,green,ISRAEL,2.5,4.0,17401,4
441,zeekr,zeekr x,2020,magnesiumion,30.0,521,solar charging,6.3,6598908,lime green,SAUDI ARABIA,3.0,4.0,17942,3
442,nissan,leaf,2024,nickelmanganesecobalt,47.7,592,vehicletohome v2h,3.6,10655116,cobalt blue,FINLAND,3.0,3.0,17113,3
443,byd,dolphin,2017,lithiumiron phosphate,39.6,450,solar charging,10.2,7923123,titanium,CHINA,3.0,3.0,8403,5
444,cadillac,lyriq,2021,lithiumiron phosphate,34.8,198,level 1 charging,3.3,12926746,sunset orange,RUSSIA,3.0,3.0,5221,4
445,volkswagen,id3,2019,magnesiumion,124.5,437,nacs,7.9,3506788,volcanic yellow,RUSSIA,0.0,4.0,19713,4
446,audi,q8 etron,2020,flow batteries,105.5,146,plugin hydrogen refueling,11.3,11690813,gray,BELGIUM,0.5,5.0,19019,5
447,honda,honda prologue,2016,lithiumiron phosphate,98.0,495,mobile charging,4.3,10011915,beige,BELGIUM,1.0,4.0,14400,4
448,honda,honda e discontinued,2015,nickelmanganesecobalt,89.4,458,ccs,4.1,8085376,sky blue,BELGIUM,1.0,4.0,690,5
449,cadillac,lyriq,2025,magnesiumion,142.3,453,ultrafast charging 350 kw,3.4,7616283,emerald green,ARGENTINA,5.0,4.0,12729,3
450,xpeng,g9,2019,solidstate,141.7,487,ultrafast charging 350 kw,3.9,13313001,pearl white,MALAYSIA,5.0,4.0,2624,4
451,great wall motors,ora ballet cat,2021,aluminumion,129.4,467,vehicletogrid v2g,10.6,12842896,platinum,NETHERLANDS,4.0,5.0,17947,5
452,rimac,nevera,2015,magnesiumion,26.8,428,nacs,7.7,12492232,gray,USA,5.0,3.0,5171,3
453,lotus,evija,2025,magnesiumion,36.9,404,vehicletogrid v2g,9.6,683279,aurora blue,ITALY,5.0,4.0,6509,3
454,li auto,l9,2017,nickelcobaltaluminum,133.9,583,ultrafast charging 350 kw,0.7,3275641,matte gray,FINLAND,0.0,5.0,5529,3
455,xpeng,x9,2021,zincair,53.8,145,overhead pantograph charging,2.5,9806915,white,SOUTH AFRICA,3.0,3.0,6656,3
456,canoo,pickup,2019,lithiumtitanate,84.2,166,vehicletogrid v2g,10.3,10200993,platinum,CZECH REPUBLIC,1.0,3.0,942,4
457,honda,eny1,2024,nickelmanganesecobalt,138.0,289,vehicletohome v2h,1.5,8626579,purple,THAILAND,5.0,5.0,8396,3
458,kia,soul ev,2015,sodiumion,141.0,341,overhead pantograph charging,12.0,14271863,cobalt blue,IRELAND,0.0,4.0,9912,4
459,mini,mini cooper se,2017,aluminumion,92.7,397,nacs,3.5,9044961,pink,AUSTRALIA,1.0,3.0,8532,3
460,rimac,nevera,2017,nickelmanganesecobalt,133.3,527,battery swapping,9.1,14114845,copper,SPAIN,2.0,3.0,10339,5
461,mahindra,xuv400,2023,calciumion,140.0,425,vehicletohome v2h,1.1,478345,crimson red,NORWAY,1.5,4.0,3801,4
462,chevrolet,silverado ev,2020,lithiumtitanate,92.9,334,vehicletoload v2l,1.8,11637168,charcoal,CANADA,1.0,3.0,16670,4
463,ferrari,ferrari ev 2025,2024,lithiumiron phosphate,95.9,597,level 1 charging,6.5,9849454,tan,CHINA,3.0,3.0,9315,5
464,skoda,enyaq,2021,sodiumion,96.7,587,ccs,10.1,4845306,green,AUSTRALIA,5.0,4.0,19470,5
465,tesla,model x,2015,flow batteries,100.9,331,mobile charging,11.4,14997853,cobalt blue,SINGAPORE,4.5,4.0,10589,3
466,peugeot,e208,2023,zincair,69.6,304,battery swapping,2.5,14580592,cream,UK,4.0,4.0,9336,5
467,citroen,ami,2017,solidstate,58.8,510,vehicletogrid v2g,9.0,14060398,sky blue,IRELAND,3.5,5.0,6549,4
468,geely,geometry c,2022,lithiumsulfur,93.2,316,dc fast charging dcfc,9.2,12731932,sapphire blue,NORWAY,3.0,4.0,7347,5
469,skoda,elroq upcoming,2017,aluminumion,84.4,422,dc fast charging dcfc,3.8,8248266,cobalt blue,NEW ZEALAND,1.0,3.0,17140,4
470,mazda,mx30,2023,solidstate,139.2,362,ccs,6.4,7956233,sunset orange,SINGAPORE,2.0,4.0,16496,3
471,jaguar,ipace,2017,magnesiumion,43.7,301,level 2 charging,1.5,13521064,magenta,HUNGARY,3.0,4.0,11184,3
472,rivian,r1t,2016,lithiumtitanate,147.7,232,ccs,5.5,3214983,cream,CANADA,1.5,4.0,19722,5
473,mahindra,born electric upcoming range,2024,calciumion,146.6,284,plugin hydrogen refueling,9.8,4051622,gray,USA,0.0,3.0,6856,4
474,genesis,gv70 electric,2025,lithiumiron phosphate,76.7,420,inductive wireless charging,1.5,12236654,charcoal,NEW ZEALAND,0.0,5.0,14590,4
475,great wall motors,ora good cat,2022,zincair,51.5,250,plugin hydrogen refueling,1.1,3094491,emerald green,VIETNAM,3.0,5.0,9528,3
476,mahindra,born electric upcoming range,2022,leadacid,96.8,413,vehicletoload v2l,3.2,3728456,black,VIETNAM,4.0,4.0,15510,3
477,mahindra,born electric upcoming range,2022,lithiumtitanate,76.7,182,solar charging,8.9,8630885,candy apple red,AUSTRIA,4.0,5.0,15350,3
478,mazda,mazda ev upcoming models,2021,calciumion,142.4,434,overhead pantograph charging,9.7,12597061,rose gold,NETHERLANDS,2.0,4.0,15823,3
479,porsche,macan ev,2017,zincair,84.0,506,vehicletogrid v2g,11.3,8924701,forest green,SWITZERLAND,0.0,5.0,5197,3
480,canoo,mpdv,2015,magnesiumion,28.3,320,ccs,7.6,4448256,crimson red,RUSSIA,2.0,5.0,8765,3
481,seat,avenger,2015,aluminumion,143.0,509,vehicletohome v2h,11.6,12069172,yellow,FINLAND,0.0,4.0,3454,3
482,acura,zdx with gm ultium,2018,aluminumion,67.0,472,solar charging,8.6,12143576,champagne,FRANCE,2.0,3.0,14388,4
483,opel,corsae,2018,calciumion,125.2,274,solar charging,6.3,4022806,turquoise,INDONESIA,5.0,5.0,13818,3
484,volkswagen,id2all,2021,nickelcobaltaluminum,139.3,559,vehicletohome v2h,11.4,9193864,sky blue,ARGENTINA,3.0,4.0,16952,3
485,hyundai,ioniq 6,2020,nickelcobaltaluminum,147.7,184,vehicletogrid v2g,1.2,12110309,lime green,SWEDEN,0.0,5.0,17032,4
486,li auto,mega,2025,lithiumtitanate,92.0,255,mobile charging,11.0,3094827,bronze,SOUTH AFRICA,1.0,3.0,17839,5
487,vinfast,vfe34 discontinued,2025,nickelmanganesecobalt,110.7,554,plugin hydrogen refueling,9.4,13571696,green,JAPAN,3.0,3.0,17054,5
488,mazda,mx30,2016,leadacid,91.7,366,mobile charging,9.2,4920328,black,SAUDI ARABIA,1.0,4.0,16556,3
489,renault,megane etech,2020,lithiumsulfur,101.5,281,ccs,1.0,10811549,orange,MALAYSIA,5.0,3.0,19057,5
490,dacia,jogger hybrid,2020,lithiumsulfur,57.0,501,chademo,8.7,923600,forest green,FRANCE,4.0,4.0,3210,3
491,dacia,bigster ev upcoming,2021,solidstate,32.0,317,chademo,6.0,8353969,turquoise,SOUTH AFRICA,4.0,4.0,19146,4
492,acura,zdx with gm ultium,2022,lithiumtitanate,141.0,350,vehicletogrid v2g,10.0,4732154,gray,RUSSIA,1.0,5.0,3868,5
493,rivian,r1s,2022,lithiumion,117.0,583,overhead pantograph charging,11.1,4425193,rose gold,INDONESIA,1.0,5.0,5023,3
494,byd,seal,2020,lithiumsulfur,58.2,114,chademo,2.1,10075491,blue,POLAND,1.0,3.0,4008,5
495,fisker,ocean,2015,nickelcobaltaluminum,82.6,258,vehicletohome v2h,10.9,12376192,aurora blue,IRELAND,2.0,4.0,14715,3
496,renault,scenic etech,2016,magnesiumion,101.2,419,vehicletogrid v2g,5.0,13802933,pink,SAUDI ARABIA,3.0,4.0,2900,3
497,dacia,jogger hybrid,2024,flow batteries,123.5,462,solar charging,7.0,4485379,matte gray,UK,4.0,5.0,17096,3
498,citroen,ëspacetourer,2023,aluminumion,22.4,437,nacs,11.6,629955,electric blue,BELGIUM,4.0,5.0,10499,4
499,jeep,wrangler 4xe phev,2022,calciumion,141.4,274,vehicletogrid v2g,2.6,3288683,matte black,HUNGARY,0.0,4.0,5510,4
500,ford,f150 lightning,2019,magnesiumion,31.7,257,vehicletogrid v2g,8.3,3706965,purple,NORWAY,2.0,4.0,4668,4
501,rimac,nevera,2021,calciumion,136.9,126,inductive wireless charging,3.3,10164055,forest green,RUSSIA,4.0,3.0,10431,4
502,lamborghini,lanzador upcoming ev,2016,nickelmanganesecobalt,23.8,424,ultrafast charging 350 kw,11.0,3223474,matte gray,ISRAEL,1.0,3.0,9981,5
503,li auto,mega,2016,calciumion,102.7,204,chademo,4.8,14823705,burgundy,BELGIUM,3.0,3.0,32,4
504,gmc,hummer ev suv,2025,nickelmetal hydride,20.1,577,vehicletoload v2l,3.6,6010667,sky blue,INDIA,5.0,4.0,1490,3
505,peugeot,e208,2019,solidstate,71.4,162,chademo,8.8,14985855,brown,SWITZERLAND,2.0,5.0,8564,5
506,geely,geometry c,2018,flow batteries,147.8,274,inductive wireless charging,5.8,10194164,black,ITALY,0.0,4.0,313,5
507,porsche,cayenne electric upcoming,2023,aluminumion,110.5,350,plugin hydrogen refueling,6.7,12447663,ruby red,CHINA,5.0,4.0,19703,4
508,nio,et9,2015,solidstate,80.2,579,inductive wireless charging,5.6,5658249,black,PORTUGAL,5.0,4.0,9934,5
509,volvo,c40 recharge,2022,sodiumion,24.8,352,inductive wireless charging,0.6,14811162,emerald green,THAILAND,4.5,3.0,18080,3
510,mini,mini aceman,2024,flow batteries,108.7,389,nacs,1.3,4538957,red,ITALY,4.0,5.0,8989,3
511,skoda,enyaq,2025,leadacid,99.9,448,vehicletohome v2h,0.5,8125374,sky blue,SOUTH KOREA,2.0,4.0,3988,5
512,lotus,emeya,2022,sodiumion,87.2,122,ultrafast charging 350 kw,1.0,14020698,matte white,MALAYSIA,3.0,4.0,18737,3
513,peugeot,e2008,2021,solidstate,139.2,200,nacs,4.3,3754129,emerald green,FRANCE,3.5,4.0,10954,4
514,polestar,polestar 2,2022,lithiumiron phosphate,144.6,526,level 2 charging,9.9,9236101,forest green,CHINA,4.0,4.0,14629,5
515,jaguar,ipace,2015,aluminumion,24.3,260,dc fast charging dcfc,9.5,3744027,cobalt blue,MALAYSIA,3.0,3.0,1828,5
516,bmw,i4,2021,nickelcobaltaluminum,32.5,485,vehicletogrid v2g,3.2,1019491,lime green,FINLAND,2.0,5.0,3318,4
517,genesis,gv60,2022,leadacid,62.7,198,ccs,1.7,10142101,red,ISRAEL,1.0,5.0,8397,4
518,li auto,mega,2024,nickelmanganesecobalt,44.2,170,level 2 charging,1.2,6740002,brown,TURKEY,2.0,3.0,4830,4
519,subaru,solterra,2019,sodiumion,146.1,365,chademo,1.2,9085294,titanium,UNITED ARAB EMIRATES,3.0,5.0,6594,3
520,pininfarina,battista,2025,nickelmanganesecobalt,110.3,339,mobile charging,10.3,9793163,pink,FINLAND,2.0,3.0,16250,3
521,tesla,roadster upcoming,2018,lithiumtitanate,49.9,419,inductive wireless charging,3.2,11815034,platinum,MEXICO,3.0,3.0,11888,3
522,audi,q4 etron,2015,leadacid,35.0,248,vehicletohome v2h,2.7,10028237,stealth gray,ARGENTINA,2.0,3.0,7174,4
523,renault,5 etech,2020,calciumion,92.1,191,inductive wireless charging,0.7,13114577,yellow,GERMANY,1.0,3.0,11088,3
524,subaru,solterra,2018,sodiumion,125.2,438,nacs,11.3,14725222,sapphire blue,VIETNAM,0.0,3.0,6214,3
525,maserati,granturismo folgore,2020,sodiumion,97.9,600,ultrafast charging 350 kw,11.1,12156988,matte blue,DENMARK,2.0,3.0,9177,3
526,mg,mg es5,2018,lithiumtitanate,30.6,340,dc fast charging dcfc,2.4,765739,ruby red,TURKEY,4.0,4.0,17218,5
527,great wall motors,ora ballet cat,2022,nickelmanganesecobalt,54.9,305,level 2 charging,2.9,13738616,candy apple red,BELGIUM,2.0,3.0,12258,4
528,lamborghini,revuelto phev,2017,magnesiumion,30.9,327,overhead pantograph charging,3.1,3493715,graphite gray,FINLAND,3.0,4.0,10388,4
529,nio,et5,2017,nickelmanganesecobalt,50.4,430,dc fast charging dcfc,4.6,3989022,titanium,TURKEY,5.0,3.0,3224,3
530,audi,q4 etron,2015,leadacid,46.0,200,mobile charging,3.4,11942536,navy blue,PORTUGAL,4.0,5.0,17797,4
531,tesla,model x,2019,calciumion,65.1,306,plugin hydrogen refueling,10.0,12093673,white,NEW ZEALAND,1.0,5.0,6877,4
532,volvo,ex90,2022,sodiumion,122.9,260,inductive wireless charging,5.4,14303157,tan,SWITZERLAND,4.0,3.0,10012,5
533,tesla,model y,2025,calciumion,66.1,215,vehicletogrid v2g,5.4,12031514,stealth gray,SAUDI ARABIA,4.0,3.0,5036,4
534,ferrari,ferrari ev 2025,2024,aluminumion,99.0,543,plugin hydrogen refueling,11.8,5450455,cream,CHINA,1.0,4.0,9982,3
535,mercedesbenz,eqs,2025,leadacid,43.1,523,vehicletoload v2l,0.8,5387985,beige,CZECH REPUBLIC,2.0,4.0,1882,4
536,lotus,eletre,2017,sodiumion,131.8,310,plugin hydrogen refueling,2.3,4328927,matte white,INDONESIA,0.0,3.0,4257,3
537,subaru,solterra,2025,nickelmanganesecobalt,40.6,394,solar charging,7.3,902970,sky blue,AUSTRALIA,0.0,4.0,19819,3
538,lotus,emeya,2024,aluminumion,83.8,336,level 2 charging,9.0,6454941,sunset orange,BRAZIL,5.0,3.0,13600,3
539,porsche,cayenne electric upcoming,2022,nickelcobaltaluminum,138.4,193,ccs,5.0,14348248,forest green,NETHERLANDS,5.0,3.0,7119,4
540,li auto,l7,2020,solidstate,118.2,358,mobile charging,5.2,4978069,electric blue,TURKEY,2.5,5.0,15135,4
541,pininfarina,battista,2018,nickelcobaltaluminum,24.9,228,ccs,8.7,4637767,lime green,AUSTRALIA,0.0,5.0,14343,3
542,great wall motors,ora lightning cat,2017,nickelmetal hydride,129.0,410,ccs,2.5,4489817,racing red,THAILAND,5.0,3.0,14439,4
543,porsche,macan ev,2015,aluminumion,107.8,210,vehicletohome v2h,8.5,13038014,cobalt blue,SOUTH AFRICA,5.0,5.0,10103,4
544,bmw,ix1,2015,lithiumion,120.4,492,inductive wireless charging,11.2,7495736,forest green,DENMARK,3.5,4.0,6296,5
545,mini,mini electric,2018,aluminumion,32.6,527,nacs,8.8,352815,graphite gray,FRANCE,2.0,3.0,17750,4
546,zeekr,zeekr 001,2018,lithiumiron phosphate,33.8,265,nacs,0.7,10847913,white,INDIA,1.0,5.0,12090,3
547,audi,etron gt,2021,lithiumsulfur,119.8,355,ccs,8.7,12495117,rose gold,SINGAPORE,0.0,5.0,12732,5
548,opel,grandland electric,2017,sodiumion,42.8,489,mobile charging,11.7,10996447,red,MEXICO,0.0,5.0,7616,5
549,jeep,wrangler 4xe phev,2018,lithiumion,100.1,559,ccs,4.1,11854959,stealth gray,BELGIUM,0.0,3.0,4969,4
550,rivian,edv electric delivery van,2015,lithiumiron phosphate,140.0,406,vehicletohome v2h,9.0,6944278,bronze,HUNGARY,0.0,5.0,9452,3
551,volvo,ex30,2020,lithiumiron phosphate,46.8,127,ultrafast charging 350 kw,9.7,11355337,crimson red,IRELAND,4.0,3.0,2117,4
552,audi,etron gt,2015,flow batteries,149.0,580,inductive wireless charging,1.9,508411,matte gray,SWITZERLAND,0.0,3.0,6472,3
553,zeekr,zeekr x,2024,lithiumiron phosphate,59.4,395,vehicletohome v2h,11.6,5416812,burgundy,NEW ZEALAND,0.5,3.0,15424,4
554,zeekr,zeekr 007,2017,calciumion,144.0,346,level 1 charging,9.3,8128767,green,POLAND,1.0,4.0,15192,4
555,changan,deepal s07,2021,leadacid,98.8,136,mobile charging,2.1,8631102,charcoal,DENMARK,1.0,4.0,16103,4
556,li auto,mega,2020,nickelcobaltaluminum,83.6,428,dc fast charging dcfc,5.2,3465923,orange,INDIA,1.0,4.0,11422,5
557,dacia,bigster ev upcoming,2025,lithiumtitanate,67.9,129,plugin hydrogen refueling,11.2,1182797,forest green,NEW ZEALAND,2.333333333333333,5.0,925,5
558,mini,mini aceman,2017,lithiumsulfur,98.7,583,chademo,3.4,10225792,lime green,NETHERLANDS,3.6666666666666665,4.0,13030,5
559,jeep,wrangler 4xe phev,2023,aluminumion,44.5,316,nacs,10.0,6034455,magenta,TURKEY,5.0,5.0,13487,5
560,hyundai,kona electric,2025,zincair,121.0,276,chademo,3.6,5514307,racing red,THAILAND,0.0,3.0,3174,3
561,opel,grandland electric,2021,leadacid,74.2,247,vehicletogrid v2g,2.5,7495817,cosmic purple,ITALY,1.0,5.0,6965,3
562,lucid motors,lucid air,2017,magnesiumion,118.7,232,vehicletogrid v2g,5.6,13955657,yellow,NETHERLANDS,0.5,3.0,11211,3
563,jeep,grand cherokee 4xe phev,2022,nickelmanganesecobalt,107.5,151,level 1 charging,1.2,12021584,white,ISRAEL,0.0,3.0,12309,5
564,lotus,emeya,2022,nickelmanganesecobalt,118.4,409,vehicletogrid v2g,4.4,1118232,pink,HUNGARY,2.0,3.0,11666,4
565,faraday future,ff 91,2015,nickelmanganesecobalt,133.2,305,chademo,0.8,4474734,matte black,PORTUGAL,1.0,5.0,15571,5
566,li auto,l8,2015,flow batteries,144.5,516,mobile charging,0.7,7322467,silver,HUNGARY,1.0,5.0,2666,4
567,zeekr,zeekr 007,2025,calciumion,110.9,151,plugin hydrogen refueling,3.9,5340923,charcoal,SOUTH AFRICA,5.0,3.0,9874,5
568,lamborghini,lanzador upcoming ev,2017,aluminumion,78.0,159,vehicletoload v2l,8.1,5890819,electric blue,NETHERLANDS,5.0,5.0,957,3
569,rimac,nevera,2019,lithiumiron phosphate,113.5,440,vehicletoload v2l,11.4,11047215,lime green,ITALY,5.0,4.0,10905,3
570,ferrari,ferrari ev 2025,2016,flow batteries,64.6,566,plugin hydrogen refueling,8.0,12420983,rose gold,VIETNAM,1.0,3.0,2920,4
571,peugeot,e2008,2016,zincair,67.8,536,mobile charging,11.5,9923002,white,POLAND,2.333333333333333,4.0,10474,4
572,faraday future,ff 91,2023,flow batteries,98.2,213,ccs,5.0,9459515,sunset orange,HUNGARY,3.6666666666666665,4.0,14935,3
573,cadillac,celestiq,2017,lithiumtitanate,106.5,510,level 2 charging,7.4,6706697,ice silver,CANADA,5.0,3.0,16220,4
574,dacia,bigster ev upcoming,2015,magnesiumion,63.3,523,inductive wireless charging,10.3,14213195,crimson red,SOUTH KOREA,1.0,4.0,5216,3
575,lamborghini,lanzador upcoming ev,2020,nickelcobaltaluminum,108.1,278,plugin hydrogen refueling,5.0,9334133,copper,CZECH REPUBLIC,1.0,3.0,4289,4
576,citroen,ami,2015,calciumion,141.5,255,vehicletohome v2h,8.0,9925889,candy apple red,NEW ZEALAND,1.0,3.0,299,4
577,renault,megane etech,2025,magnesiumion,148.5,175,plugin hydrogen refueling,11.4,8125333,titanium,NETHERLANDS,0.0,3.0,3845,5
578,genesis,gv80 electric,2024,nickelcobaltaluminum,146.1,421,plugin hydrogen refueling,3.3,4425631,cream,RUSSIA,4.0,4.0,2936,4
579,canoo,mpdv,2021,lithiumsulfur,102.2,327,overhead pantograph charging,0.6,4399532,orange,RUSSIA,4.0,5.0,15712,4
580,seat,avenger,2024,nickelmetal hydride,69.9,430,vehicletogrid v2g,3.9,4502837,purple,CHINA,4.0,3.0,12903,5
581,canoo,mpdv,2023,nickelmanganesecobalt,28.3,528,ccs,9.2,5489565,lime green,CANADA,4.0,4.0,14654,4
582,jaguar,ipace,2017,zincair,46.8,182,dc fast charging dcfc,7.0,13217401,silver,UK,4.0,3.0,13862,5
583,tesla,model 3,2019,lithiumion,143.0,365,solar charging,8.1,8339043,matte green,RUSSIA,4.0,5.0,17636,5
584,rivian,edv electric delivery van,2016,flow batteries,126.6,221,level 2 charging,2.7,6596511,titanium,SWITZERLAND,4.0,4.0,4210,5
585,gmc,hummer ev suv,2016,leadacid,53.1,295,nacs,5.1,3999049,gold,VIETNAM,1.0,4.0,8827,5
586,seat,avenger,2020,zincair,105.5,520,nacs,5.3,4841897,burgundy,VIETNAM,4.0,5.0,3604,5
587,lamborghini,lanzador upcoming ev,2016,sodiumion,103.2,285,mobile charging,9.4,4755956,cobalt blue,AUSTRIA,0.0,4.0,3440,3
588,porsche,panamera ev,2024,calciumion,124.9,148,overhead pantograph charging,8.6,1338478,matte gray,PORTUGAL,0.0,4.0,5920,4
589,faraday future,ff 91,2022,zincair,36.6,104,chademo,8.1,4712042,matte green,PORTUGAL,0.5,5.0,8162,5
590,cadillac,celestiq,2022,nickelmetal hydride,77.1,281,vehicletohome v2h,6.3,6309876,brown,SOUTH AFRICA,1.0,4.0,13320,4
591,hyundai,kona electric,2016,lithiumtitanate,51.2,147,nacs,7.1,4015021,copper,UNITED ARAB EMIRATES,0.0,5.0,4470,4
592,mahindra,xuv400,2021,lithiumion,100.1,566,level 1 charging,8.7,11431101,racing red,BRAZIL,5.0,5.0,19962,3
593,cadillac,celestiq,2017,flow batteries,140.9,491,ultrafast charging 350 kw,2.5,7404611,gray,TURKEY,0.0,4.0,3710,4
594,skoda,enyaq,2023,calciumion,119.6,160,solar charging,3.9,652254,electric blue,USA,4.0,5.0,16892,3
595,changan,q05,2022,lithiumion,66.2,415,vehicletohome v2h,4.3,7246713,white,BRAZIL,1.0,4.0,14116,4
596,lucid motors,lucid air,2023,leadacid,136.8,310,ccs,11.0,3082925,navy blue,SPAIN,3.0,3.0,17577,4
597,kia,ev9,2025,calciumion,77.1,171,overhead pantograph charging,9.1,3069723,cosmic purple,DENMARK,3.0,4.0,10853,3
