Vehicle_ID,Manufacturer,Model,Year,Battery_Type,Battery_Capacity_kWh,Range_km,Charging_Type,Charge_Time_hr,Price_USD,Color,Country_of_Manufacture,Autonomous_Level,CO2_Emissions_g_per_km,Safety_Rating,Units_Sold_2024,Warranty_Years
348,Hyundai,Kona Electric,2016,Nickel-cobalt-aluminum,149.2,182,Solar Charging,7.5,112981.63,Gun Metal,Singapore,1.0,0.0,4.0,1174,3
349,Opel,Mokka-e,2020,Sodium-ion,136.7,519,DC Fast Charging (DCFC),9.2,131197.16,Red,Czech Republic,0.0,0.0,5.0,13558,5
350,Rivian,EDV (Electric Delivery Van),2018,Zinc-air,27.6,392,DC Fast Charging (DCFC),6.1,112638.51,Burgundy,Czech Republic,2.0,0.0,5.0,11595,3
351,GMC,Hummer EV SUV,2023,Lithium-titanate,102.1,352,NACS,10.7,57926.6,Copper,Denmark,,,3.0,6793,5
352,Li Auto,MEGA,2015,Sodium-ion,65.5,512,Inductive (Wireless) Charging,0.6,54142.46,Copper,Spain,2.0,0.0,3.0,3730,5
353,Pininfarina,Battista,2021,Lithium-titanate,94.0,591,Level 1 Charging,10.1,53281.87,Titanium,Mexico,3.0,0.0,5.0,4448,4
354,Ford,Explorer EV (Europe),2023,Aluminum-ion,63.6,501,Vehicle-to-Grid (V2G),11.2,36722.67,Matte Black,Poland,5.0,0.0,3.0,18920,5
355,Pininfarina,Battista,2016,Nickel-metal hydride,56.5,115,Mobile Charging,11.8,105181.3,Titanium,Netherlands,3.0,,4.0,10305,5
356,Chevrolet,Volt (PHEV),2021,Solid-state,84.6,221,Overhead Pantograph Charging,5.7,144087.21,Electric Blue,South Africa,0.0,0.0,,6622,3
357,Geely,Emgrand EV,2015,Magnesium-ion,82.7,356,CHAdeMO,2.7,140836.41,Volcanic Yellow,South Africa,2.0,,5.0,4348,3
358,Renault,Megane E-Tech,2022,Nickel-cobalt-aluminum,112.8,367,CCS,0.5,141880.48,Sky Blue,Ireland,2.0,0.0,,17058,5
359,Peugeot,e-3008,2015,Zinc-air,118.6,427,Inductive (Wireless) Charging,4.2,53105.48,Bronze,Saudi Arabia,3.0,0.0,3.0,8966,3
360,Tesla,Cybertruck,2023,Lead-acid,33.3,377,Overhead Pantograph Charging,6.8,62526.25,Cosmic Purple,Czech Republic,1.0,,4.0,17713,4
361,BMW,iX,2015,Nickel-manganese-cobalt,137.4,125,CCS,4.9,40334.35,Cream,Norway,4.0,0.0,4.0,11653,4
362,Pininfarina,Battista,2025,Magnesium-ion,89.4,598,Vehicle-to-Home (V2H),7.0,41149.94,Cobalt Blue,Australia,,0.0,4.0,15418,3
363,Volvo,C40 Recharge,2024,Lithium-sulfur,138.7,300,NACS,8.5,109821.67,Burgundy,Hungary,0.0,,4.0,15113,3
364,Mazda,Mazda EV (upcoming models),2024,Zinc-air,36.6,152,Plug-in Hydrogen Refueling,9.9,125610.93,Purple,United Arab Emirates,2.0,0.0,4.0,7817,5
365,Polestar,Polestar 3,2022,Nickel-cobalt-aluminum,28.6,206,Vehicle-to-Grid (V2G),9.5,82242.44,Burgundy,Mexico,1.0,,5.0,18815,4
366,Jaguar,I-PACE,2020,Lead-acid,32.7,327,NACS,4.0,78695.24,Gun Metal,France,4.0,0.0,4.0,2014,3
367,Rivian,R1T,2024,Aluminum-ion,118.1,514,Level 1 Charging,9.2,109305.77,Candy Apple Red,Saudi Arabia,4.0,0.0,5.0,10374,4
368,Ferrari,Ferrari EV (2025+),2019,Aluminum-ion,142.6,322,Overhead Pantograph Charging,11.9,99927.24,Sapphire Blue,Turkey,1.0,0.0,,17985,3
369,Tesla,Roadster (upcoming),2023,Calcium-ion,147.2,156,Solar Charging,10.5,58228.94,Ice Silver,Israel,2.0,0.0,4.0,17862,3
370,Mini,Mini Electric,2022,Nickel-metal hydride,44.5,296,Overhead Pantograph Charging,10.2,48512.07,Lime Green,Italy,,,,15948,5
371,Zeekr,Zeekr X,2016,Nickel-metal hydride,103.5,312,Vehicle-to-Home (V2H),10.8,113446.86,Brown,Finland,4.0,0.0,4.0,11642,3
372,Porsche,Cayenne Electric (upcoming),2024,Lithium-ion,95.1,533,Ultra-Fast Charging (350 kW+),8.7,62310.05,Matte White,Singapore,0.0,0.0,3.0,19014,4
373,Seat,Avenger,2017,Lithium-titanate,115.1,539,Battery Swapping,5.8,39388.15,Sapphire Blue,UK,5.0,0.0,3.0,17668,5
374,Subaru,Solterra,2020,Lead-acid,121.2,340,Vehicle-to-Home (V2H),6.4,86307.89,Volcanic Yellow,Mexico,2.0,0.0,,19583,5
375,Subaru,Solterra,2015,Flow batteries,81.5,186,Level 2 Charging,8.0,65010.39,Racing Red,Finland,,0.0,3.0,9104,4
376,Volkswagen,ID.7,2019,Lithium-sulfur,131.5,107,CCS,7.4,139215.78,Racing Red,Sweden,2.0,0.0,5.0,7739,4
377,Porsche,Taycan,2020,Solid-state,145.8,404,CHAdeMO,10.1,120331.36,Tan,India,3.0,0.0,5.0,11307,3
378,Genesis,GV80 Electric,2016,Lithium-ion,41.8,304,Vehicle-to-Load (V2L),4.0,119538.07,Stealth Gray,Saudi Arabia,5.0,0.0,3.0,17381,4
379,Tesla,Model X,2022,Nickel-cobalt-aluminum,108.2,592,Level 2 Charging,1.6,93755.2,Teal,Vietnam,5.0,0.0,4.0,3220,4
380,Genesis,G80 Electric,2022,Magnesium-ion,107.8,223,Inductive (Wireless) Charging,6.5,111326.18,Midnight Black,Hungary,5.0,,,13475,3
381,Lotus,Eletre,2025,Nickel-manganese-cobalt,65.7,471,Solar Charging,3.4,34085.01,Sapphire Blue,UK,,0.0,3.0,19640,5
382,Jaguar,I-PACE,2016,Calcium-ion,98.6,292,NACS,10.8,113478.44,Gold,Czech Republic,0.0,0.0,4.0,13991,5
383,Mini,Mini Cooper SE,2019,Nickel-metal hydride,121.5,241,Level 2 Charging,4.9,69918.57,Blue,Spain,2.0,,,6575,5
384,XPeng,G6,2025,Nickel-manganese-cobalt,34.1,376,Vehicle-to-Grid (V2G),3.0,107200.58,Candy Apple Red,Spain,,,4.0,14610,3
385,Mahindra,XUV400,2025,Flow batteries,20.1,119,Plug-in Hydrogen Refueling,3.6,114006.62,Cream,Singapore,,0.0,4.0,14288,4
386,Renault,Megane E-Tech,2023,Lithium-iron phosphate,20.4,588,Vehicle-to-Load (V2L),1.9,942 36.49,Teal,Mexico,3.0,,5.0,2970,4
387,Maserati,GranTurismo Folgore,2016,Calcium-ion,79.8,492,Solar Charging,7.9,51194.2,Silver,India,2.0,0.0,5.0,11772,4
388,Hyundai,Ioniq 7 (upcoming),2018,Nickel-metal hydride,24.6,112,Ultra-Fast Charging (350 kW+),6.1,37559.12,Matte White,Poland,3.0,0.0,,11117,3
389,Pininfarina,Battista,2021,Solid-state,47.5,434,Vehicle-to-Home (V2H),11.3,134424.0,Matte White,Sweden,1.0,0.0,,4639,4
390,Genesis,GV60,2022,Aluminum-ion,139.3,123,Ultra-Fast Charging (350 kW+),8.6,45664.53,Midnight Black,South Korea,0.0,0.0,5.0,2095,3
391,Jaguar,I-PACE,2024,Magnesium-ion,100.0,132,Inductive (Wireless) Charging,5.4,127382.52,Racing Red,Thailand,5.0,0.0,3.0,1493,5
392,Porsche,Panamera EV,2016,Solid-state,55.6,487,Vehicle-to-Grid (V2G),2.4,74391.28,Pearl White,Malaysia,4.0,,,12325,3
393,Nissan,Ariya,2016,Lithium-ion,20.9,574,DC Fast Charging (DCFC),8.6,101247.66,Copper,Indonesia,3.0,0.0,5.0,8878,5
394,Geely,Geometry C,2018,Nickel-metal hydride,99.4,119,NACS,8.7,103445.98,Green,Poland,0.0,0.0,5.0,3135,5
395,BYD,Atto 3,2023,Lithium-iron phosphate,80.3,420,Inductive (Wireless) Charging,3.7,53246.28,Burgundy,Sweden,3.0,0.0,3.0,1770,5
396,BYD,Seal,2018,Nickel-cobalt-aluminum,52.7,415,Vehicle-to-Home (V2H),1.0,118850.03,Matte White,Norway,0.0,0.0,3.0,14575,5
397,Jeep,Wagoneer S,2021,Lithium-iron phosphate,117.1,559,Mobile Charging,3.1,43215.94,Crimson Red,France,3.0,0.0,3.0,2409,4
398,Jeep,Recon (upcoming),2015,Aluminum-ion,76.7,210,Vehicle-to-Home (V2H),2.5,74818.21,Sunset Orange,Denmark,2.0,0.0,5.0,18634,3
399,Toyota,bZ4X,2016,Calcium-ion,80.5,314,NACS,9.2,56382.43,Copper,Ireland,5.0,0.0,5.0,18112,3
400,Hyundai,Ioniq 7 (upcoming),2023,Nickel-manganese-cobalt,132.1,210,Vehicle-to-Load (V2L),10.1,63500.51,Volcanic Yellow,Vietnam,1.0,0.0,3.0,19391,3
401,Ferrari,SF90 Stradale (PHEV),2021,Lithium-ion,25.2,340,Level 2 Charging,5.4,77318.42,Cobalt Blue,France,1.0,,5.0,13324,3
402,Volkswagen,ID.5,2019,Lithium-iron phosphate,104.2,146,Level 1 Charging,6.0,66580.39,Cosmic Purple,Australia,5.0,0.0,4.0,4542,5
403,XPeng,G6,2020,Flow batteries,80.4,424,Level 1 Charging,10.4,38483.83,Ice Silver,Mexico,2.0,0.0,5.0,17774,5
404,VinFast,VF 7,2025,Solid-state,100.7,271,Level 2 Charging,6.4,139200.49,Turquoise,South Korea,,0.0,4.0,12007,3
405,Genesis,GV60,2023,Lithium-titanate,120.6,170,Mobile Charging,3.2,43626.92,Aurora Blue,Israel,5.0,0.0,3.0,10500,4
406,Toyota,Lexus UX 300e,2025,Nickel-cobalt-aluminum,56.0,132,Overhead Pantograph Charging,4.5,88347.23,Matte Black,Canada,4.0,0.0,4.0,14810,5
407,BYD,Seagull,2016,Lithium-iron phosphate,135.9,334,DC Fast Charging (DCFC),1.4,137753.5,Copper,China,,0.0,4.0,4931,3
408,Lotus,Evija,2015,Lithium-sulfur,74.1,449,CHAdeMO,5.9,80415.6,Racing Red,Germany,0.0,,5.0,11006,4
409,Jeep,Wagoneer S,2025,Flow batteries,122.3,348,Vehicle-to-Home (V2H),5.8,98070.2,Burgundy,Poland,2.0,0.0,4.0,1550,3
410,Fisker,Pear (upcoming),2022,Nickel-metal hydride,100.4,182,Solar Charging,2.6,51043.12,Cosmic Purple,Sweden,0.0,,3.0,14447,4
411,BYD,Tang EV,2018,Lead-acid,111.9,440,Mobile Charging,11.7,47753.31,Candy Apple Red,Saudi Arabia,4.0,0.0,4.0,16364,3
412,Changan,Deepal S07,2017,Lithium-ion,146.1,379,Mobile Charging,7.9,65466.82,Copper,Singapore,4.0,0.0,4.0,3680,5
413,Great Wall Motors,ORA Good Cat,2017,Flow batteries,91.6,257,Level 1 Charging,5.1,130905.23,Candy Apple Red,Brazil,,,5.0,17250,3
414,VinFast,VF 8,2018,Lithium-ion,30.9,534,Vehicle-to-Home (V2H),8.3,144914.84,Graphite Gray,Thailand,2.0,0.0,3.0,11831,4
415,Ford,Explorer EV (Europe),2020,Nickel-cobalt-aluminum,68.5,245,Overhead Pantograph Charging,4.5,147302.84,Matte Gray,UK,3.0,0.0,4.0,9457,3
416,Faraday Future,FF 91,2021,Nickel-metal hydride,128.6,406,DC Fast Charging (DCFC),2.2,66387.74,Matte Black,Mexico,,0.0,3.0,216,4
417,Acura,ZDX (with GM Ultium),2021,Nickel-metal hydride,92.3,463,CHAdeMO,2.8,129874.05,Copper,United Arab Emirates,2.0,0.0,5.0,15186,3
418,Nissan,Leaf,2017,Lithium-sulfur,59.0,427,Vehicle-to-Load (V2L),1.9,109909.62,Copper,Indonesia,5.0,0.0,,9083,4
419,Audi,A6 e-tron (upcoming),2020,Zinc-air,82.5,323,Battery Swapping,7.7,87124.89,Ice Silver,Canada,5.0,0.0,3.0,19059,3
420,Ford,E-Transit,2022,Aluminum-ion,110.1,282,NACS,1.1,73339.61,Emerald Green,Brazil,,0.0,3.0,16838,3
421,Opel,Grandland Electric,2017,Magnesium-ion,32.3,485,NACS,6.8,134693.18,Platinum,Poland,5.0,0.0,,19006,4
422,Canoo,Lifestyle Vehicle,2015,Nickel-metal hydride,87.4,290,Vehicle-to-Load (V2L),5.2,140508.89,Pearl White,France,4.0,0.0,5.0,17224,5
423,Dacia,Jogger Hybrid,2021,Nickel-manganese-cobalt,139.1,159,CHAdeMO,11.1,87542.19,Magenta,Argentina,,0.0,5.0,11208,3
424,Dacia,Bigster EV (upcoming),2015,Lithium-titanate,125.9,213,CHAdeMO,10.4,47083.12,Crimson Red,Poland,,,,3660,3
425,Nissan,Ariya,2021,Lithium-ion,45.5,116,Level 2 Charging,5.9,139023.52,Silver,China,0.0,0.0,5.0,6730,5
426,Lucid Motors,Lucid Air,2025,Sodium-ion,23.8,174,Battery Swapping,11.4,71740.39,Pearl White,Turkey,4.0,0.0,3.0,18944,3
427,Lotus,Eletre,2018,Lithium-sulfur,42.3,486,Level 1 Charging,11.7,41842.29,Electric Blue,Turkey,3.0,0.0,4.0,3516,3
428,Fisker,Pear (upcoming),2021,Lithium-iron phosphate,86.9,308,CCS,9.3,67713.63,Sunset Orange,Canada,3.0,0.0,5.0,1330,3
429,Rimac,Nevera,2016,Nickel-cobalt-aluminum,56.9,407,Solar Charging,8.4,130930.82,Crimson Red,United Arab Emirates,3.0,,,15586,5
430,BYD,Tang EV,2015,Flow batteries,83.9,153,Plug-in Hydrogen Refueling,5.5,109025.79,Green,Canada,,0.0,3.0,5528,3
431,BYD,Tang EV,2020,Lithium-iron phosphate,97.3,306,CCS,3.2,80964.5,Champagne,Portugal,4.0,0.0,5.0,13114,4
432,Great Wall Motors,ORA Ballet Cat,2024,Nickel-cobalt-aluminum,148.4,361,Battery Swapping,2.2,84556.17,Orange,Spain,1.0,0.0,3.0,1731,3
433,Mahindra,XUV400,2017,Nickel-cobalt-aluminum,98.6,267,CHAdeMO,4.0,104787.91,Stealth Gray,China,4.0,0.0,3.0,9619,5
434,Mahindra,Born Electric (upcoming range),2023,Lithium-sulfur,90.5,514,Level 1 Charging,11.5,33791.82,Brown,Canada,2.0,0.0,3.0,1076,3
435,Lamborghini,Lanzador (upcoming EV),2017,Nike-manganese-cobalt,76.0,259,Plug-in Hydrogen Refueling,6.1,43125.84,Sky Blue,Russia,5.0,0.0,5.0,5121,5
436,BMW,i7,2019,Nickel-manganese-cobalt,96.8,293,Overhead Pantograph Charging,9.3,64132.5,Blue,Germany,1.0,0.0,5.0,19135,3
437,Citroen,Ami,2020,Nickel-cobalt-aluminum,32.7,276,Overhead Pantograph Charging,5.2,36773.91,Forest Green,Belgium,2.0,0.0,3.0,9991,3
438,Pininfarina,Battista,2015,Lead-acid,62.4,335,Vehicle-to-Grid (V2G),7.0,138169.18,Bronze,Germany,4.0,,5.0,12789,4
439,Ferrari,SF90 Stradale (PHEV),2022,Solid-state,109.8,205,Mobile Charging,6.2,127374.86,Lime Green,Mexico,2.0,0.0,4.0,2468,5
440,Rivian,R1S,2019,Lithium-ion,58.7,393,Plug-in Hydrogen Refueling,9.8,104948.67,Green,Israel,,0.0,,17401,4
441,Zeekr,Zeekr X,2020,Magnesium-ion,30.0,521,Solar Charging,6.3,65989.08,Lime Green,Saudi Arabia,3.0,0.0,4.0,17942,3
442,Nissan,Leaf,2024,Nickel-manganese-cobalt,47.7,592,Vehicle-to-Home (V2H),3.6,106551.16,Cobalt Blue,Finland,3.0,0.0,3.0,17113,3
443,BYD,Dolphin,2017,Lithium-iron phosphate,39.6,450,Solar Charging,10.2,79231.23,Titanium,China,3.0,0.0,3.0,8403,5
444,Cadillac,Lyriq,2021,Lithium-iron phosphate,34.8,198,Level 1 Charging,3.3,129267.46,Sunset Orange,Russia,3.0,0.0,3.0,5221,4
445,Volkswagen,ID.3,2019,Magnesium-ion,124.5,437,NACS,7.9,35067.88,Volcanic Yellow,Russia,0.0,0.0,,19713,4
446,Audi,Q8 e-tron,2020,Flow batteries,105.5,146,Plug-in Hydrogen Refueling,11.3,116908.13,Gray,Belgium,,0.0,5.0,19019,5
447,Honda,Honda Prologue,2016,Lithium-iron phosphate,98.0,495,Mobile Charging,4.3,100119.15,Beige,Belgium,1.0,,4.0,14400,4
448,Honda,Honda e (discontinued),2015,Nickel-manganese-cobalt,89.4,458,CCS,4.1,80853.76,Sky Blue,Belgium,1.0,0.0,4.0,690,5
449,Cadillac,Lyriq,2025,Magnesium-ion,142.3,453,Ultra-Fast Charging (350 kW+),3.4,76162.83,Emerald Green,Argentina,5.0,,4.0,12729,3
450,XPeng,G9,2019,Solid-state,141.7,487,Ultra-Fast Charging (350 kW+),3.9,133130.01,Pearl White,Malaysia,5.0,0.0,,2624,4
451,Great Wall Motors,ORA Ballet Cat,2021,Aluminum-ion,129.4,467,Vehicle-to-Grid (V2G),10.6,128428.96,Platinum,Netherlands,4.0,,5.0,17947,5
452,Rimac,Nevera,2015,Magnesium-ion,26.8,428,NACS,7.7,124922.32,Gray,USA,5.0,0.0,3.0,5171,3
453,Lotus,Evija,2025,Magnesium-ion,36.9,404,Vehicle-to-Grid (V2G),9.6,68327.9,Aurora Blue,Italy,5.0,0.0,4.0,6509,3
454,Li Auto,L9,2017,Nickel-cobalt-aluminum,133.9,583,Ultra-Fast Charging (350 kW+),0.7,32756.41,Matte Gray,Finland,0.0,0.0,5.0,5529,3
455,XPeng,X9,2021,Zinc-air,53.8,145,Overhead Pantograph Charging,2.5,98069.15,White,South Africa,3.0,0.0,3.0,6656,3
456,Canoo,Pickup,2019,Lithium-titanate,84.2,166,Vehicle-to-Grid (V2G),10.3,102009.93,Platinum,Czech Republic,1.0,0.0,3.0,942,4
457,Honda,e:Ny1,2024,Nickel-manganese-cobalt,138.0,289,Vehicle-to-Home (V2H),1.5,86265.79,Purple,Thailand,5.0,0.0,5.0,8396,3
458,Kia,Soul EV,2015,Sodium-ion,141.0,341,Overhead Pantograph Charging,12.0,142718.63,Cobalt Blue,Ireland,0.0,,4.0,9912,4
459,Mini,Mini Cooper SE,2017,Aluminum-ion,92.7,397,NACS,3.5,90449.61,Pink,Australia,,0.0,3.0,8532,3
460,Rimac,Nevera,2017,Nickel-manganese-cobalt,133.3,527,Battery Swapping,9.1,141148.45,Copper,Spain,2.0,0.0,3.0,10339,5
461,Mahindra,XUV400,2023,Calcium-ion,140.0,425,Vehicle-to-Home (V2H),1.1,47834.5,Crimson Red,Norway,,0.0,4.0,3801,4
462,Chevrolet,Silverado EV,2020,Lithium-titanate,92.9,334,Vehicle-to-Load (V2L),1.8,116371.68,Charcoal,Canada,1.0,0.0,3.0,16670,4
463,Ferrari,Ferrari EV (2025+),2024,Lithium-iron phosphate,95.9,597,Level 1 Charging,6.5,98494.54,Tan,China,3.0,0.0,3.0,9315,5
464,Skoda,Enyaq,2021,Sodium-ion,96.7,587,CCS,10.1,48453.06,Green,Australia,5.0,0.0,4.0,19470,5
465,Tesla,Model X,2015,Flow batteries,100.9,331,Mobile Charging,11.4,149978.53,Cobalt Blue,Singapore,,0.0,4.0,10589,3
466,Peugeot,e-208,2023,Zinc-air,69.6,304,Battery Swapping,2.5,145805.92,Cream,UK,,0.0,4.0,9336,5
467,Citroen,Ami,2017,Solid-state,58.8,510,Vehicle-to-Grid (V2G),9.0,140603.98,Sky Blue,Ireland,,0.0,5.0,6549,4
468,Geely,Geometry C,2022,Lithium-sulfur,93.2,316,DC Fast Charging (DCFC),9.2,127319.32,Sapphire Blue,Norway,3.0,,4.0,7347,5
469,Skoda,Elroq (upcoming),2017,Aluminum-ion,84.4,422,DC Fast Charging (DCFC),3.8,82482.66,Cobalt Blue,New Zealand,1.0,0.0,3.0,17140,4
470,Mazda,MX-30,2023,Solid-state,139.2,362,CCS,6.4,79562.33,Sunset Orange,Singapore,2.0,0.0,,16496,3
471,Jaguar,I-PACE,2017,Magnesium-ion,43.7,301,Level 2 Charging,1.5,135210.64,Magenta,Hungary,3.0,0.0,4.0,11184,3
472,Rivian,R1T,2016,Lithium-titanate,147.7,232,CCS,5.5,32149.83,Cream,Canada,,0.0,4.0,19722,5
473,Mahindra,Born Electric (upcoming range),2024,Calcium-ion,146.6,284,Plug-in Hydrogen Refueling,9.8,40516.22,Gray,USA,0.0,0.0,3.0,6856,4
474,Genesis,GV70 Electric,2025,Lithium-iron phosphate,76.7,420,Inductive (Wireless) Charging,1.5,122366.54,Charcoal,New Zealand,0.0,,5.0,14590,4
475,Great Wall Motors,ORA Good Cat,2022,Zinc-air,51.5,250,Plug-in Hydrogen Refueling,1.1,30944.91,Emerald Green,Vietnam,3.0,0.0,5.0,9528,3
476,Mahindra,Born Electric (upcoming range),2022,Lead-acid,96.8,413,Vehicle-to-Load (V2L),3.2,37284.56,Black,Vietnam,4.0,,4.0,15510,3
477,Mahindra,Born Electric (upcoming range),2022,Lithium-titanate,76.7,182,Solar Charging,8.9,86308.85,Candy Apple Red,Austria,4.0,0.0,5.0,15350,3
478,Mazda,Mazda EV (upcoming models),2021,Calcium-ion,142.4,434,Overhead Pantograph Charging,9.7,125970.61,Rose Gold,Netherlands,2.0,0.0,,15823,3
479,Porsche,Macan EV,2017,Zinc-air,84.0,506,Vehicle-to-Grid (V2G),11.3,89247.01,Forest Green,Switzerland,0.0,0.0,5.0,5197,3
480,Canoo,MPDV,2015,Magnesium-ion,28.3,320,CCS,7.6,44482.56,Crimson Red,Russia,2.0,0.0,5.0,8765,3
481,Seat,Avenger,2015,Aluminum-ion,143.0,509,Vehicle-to-Home (V2H),11.6,120691.72,Yellow,Finland,0.0,0.0,,3454,3
482,Acura,ZDX (with GM Ultium),2018,Aluminum-ion,67.0,472,Solar Charging,8.6,121435.76,Champagne,France,2.0,0.0,3.0,14388,4
483,Opel,Corsa-e,2018,Calcium-ion,125.2,274,Solar Charging,6.3,40228.06,Turquoise,Indonesia,5.0,0.0,5.0,13818,3
484,Volkswagen,ID.2all,2021,Nickel-cobalt-aluminum,139.3,559,Vehicle-to-Home (V2H),11.4,91938.64,Sky Blue,Argentina,3.0,,,16952,3
485,Hyundai,Ioniq 6,2020,Nickel-cobalt-aluminum,147.7,184,Vehicle-to-Grid (V2G),1.2,121103.09,Lime Green,Sweden,0.0,0.0,5.0,17032,4
486,Li Auto,MEGA,2025,Lithium-titanate,92.0,255,Mobile Charging,11.0,30948.27,Bronze,South Africa,1.0,0.0,3.0,17839,5
487,VinFast,VFe34 (discontinued),2025,Nickel-manganese-cobalt,110.7,554,Plug-in Hydrogen Refueling,9.4,135716.96,Green,Japan,3.0,0.0,3.0,17054,5
488,Mazda,MX-30,2016,Lead-acid,91.7,366,Mobile Charging,9.2,49203.28,Black,Saudi Arabia,1.0,0.0,4.0,16556,3
489,Renault,Megane E-Tech,2020,Lithium-sulfur,101.5,281,CCS,1.0,108115.49,Orange,Malaysia,5.0,,3.0,19057,5
490,Dacia,Jogger Hybrid,2020,Lithium-sulfur,57.0,501,CHAdeMO,8.7,92360.0,Forest Green,France,4.0,,4.0,3210,3
491,Dacia,Bigster EV (upcoming),2021,Solid-state,32.0,317,CHAdeMO,6.0,83539.69,Turquoise,South Africa,4.0,0.0,4.0,19146,4
492,Acura,ZDX (with GM Ultium),2022,Lithium-titanate,141.0,350,Vehicle-to-Grid (V2G),10.0,47321.54,Gray,Russia,1.0,0.0,5.0,3868,5
493,Rivian,R1S,2022,Lithium-ion,117.0,583,Overhead Pantograph Charging,11.1,44251.93,Rose Gold,Indonesia,,0.0,5.0,5023,3
494,BYD,Seal,2020,Lithium-sulfur,58.2,114,CHAdeMO,2.1,100754.91,Blue,Poland,1.0,,3.0,4008,5
495,Fisker,Ocean,2015,Nickel-cobalt-aluminum,82.6,258,Vehicle-to-Home (V2H),10.9,123761.92,Aurora Blue,Ireland,,,4.0,14715,3
496,Renault,Scenic E-Tech,2016,Magnesium-ion,101.2,419,Vehicle-to-Grid (V2G),5.0,138029.33,Pink,Saudi Arabia,,0.0,4.0,2900,3
497,Dacia,Jogger Hybrid,2024,Flow batteries,123.5,462,Solar Charging,7.0,44853.79,Matte Gray,UK,4.0,0.0,5.0,17096,3
498,Citroen,ë-Spacetourer,2023,Aluminum-ion,22.4,437,NACS,11.6,62995.5,Electric Blue,Belgium,4.0,0.0,5.0,10499,4
499,Jeep,Wrangler 4xe (PHEV),2022,Calcium-ion,141.4,274,Vehicle-to-Grid (V2G),2.6,32886.83,Matte Black,Hungary,0.0,,,5510,4
500,Ford,F-150 Lightning,2019,Magnesium-ion,31.7,257,Vehicle-to-Grid (V2G),8.3,37069.65,Purple,Norway,,,4.0,4668,4
501,Rimac,Nevera,2021,Calcium-ion,136.9,126,Inductive (Wireless) Charging,3.3,101640.55,Forest Green,Russia,4.0,0.0,3.0,10431,4
502,Lamborghini,Lanzador (upcoming EV),2016,Nickel-manganese-cobalt,23.8,424,Ultra-Fast Charging (350 kW+),11.0,32234.74,Matte Gray,Israel,1.0,0.0,3.0,9981,5
503,Li Auto,MEGA,2016,Calcium-ion,102.7,204,CHAdeMO,4.8,148237.05,Burgundy,Belgium,3.0,0.0,3.0,32,4
504,GMC,Hummer EV SUV,2025,Nickel-metal hydride,20.1,577,Vehicle-to-Load (V2L),3.6,60106.67,Sky Blue,India,5.0,0.0,4.0,1490,3
505,Peugeot,e-208,2019,Solid-state,71.4,162,CHAdeMO,8.8,149858.55,Brown,Switzerland,2.0,0.0,5.0,8564,5
506,Geely,Geometry C,2018,Flow batteries,147.8,274,Inductive (Wireless) Charging,5.8,101941.64,Black,Italy,0.0,0.0,,313,5
507,Porsche,Cayenne Electric (upcoming),2023,Aluminum-ion,110.5,350,Plug-in Hydrogen Refueling,6.7,124476.63,Ruby Red,China,5.0,0.0,4.0,19703,4
508,NIO,ET9,2015,Solid-state,80.2,579,Inductive (Wireless) Charging,5.6,56582.49,Black,Portugal,5.0,0.0,,9934,5
509,Volvo,C40 Recharge,2022,Sodium-ion,24.8,352,Inductive (Wireless) Charging,0.6,148111.62,Emerald Green,Thailand,,0.0,3.0,18080,3
510,Mini,Mini Aceman,2024,Flow batteries,108.7,389,NACS,1.3,45389.57,Red,Italy,4.0,0.0,5.0,8989,3
511,Skoda,Enyaq,2025,Lead-acid,99.9,448,Vehicle-to-Home (V2H),0.5,81253.74,Sky Blue,South Korea,2.0,0.0,4.0,3988,5
512,Lotus,Emeya,2022,Sodium-ion,87.2,122,Ultra-Fast Charging (350 kW+),1.0,140206.98,Matte White,Malaysia,3.0,,,18737,3
513,Peugeot,e-2008,2021,Solid-state,139.2,200,NACS,4.3,37541.29,Emerald Green,France,,0.0,,10954,4
514,Polestar,Polestar 2,2022,Lithium-iron phosphate,144.6,526,Level 2 Charging,9.9,92361.01,Forest Green,China,4.0,0.0,,14629,5
515,Jaguar,I-PACE,2015,Aluminum-ion,24.3,260,DC Fast Charging (DCFC),9.5,37440.27,Cobalt Blue,Malaysia,,0.0,3.0,1828,5
516,BMW,i4,2021,Nickel-cobalt-aluminum,32.5,485,Vehicle-to-Grid (V2G),3.2,101949.1,Lime Green,Finland,,0.0,5.0,3318,4
517,Genesis,GV60,2022,Lead-acid,62.7,198,CCS,1.7,101421.01,Red,Israel,1.0,0.0,5.0,8397,4
518,Li Auto,MEGA,2024,Nickel-manganese-cobalt,44.2,170,Level 2 Charging,1.2,67400.02,Brown,Turkey,2.0,0.0,3.0,4830,4
519,Subaru,Solterra,2019,Sodium-ion,146.1,365,CHAdeMO,1.2,90852.94,Titanium,United Arab Emirates,3.0,0.0,5.0,6594,3
520,Pininfarina,Battista,2025,Nickel-manganese-cobalt,110.3,339,Mobile Charging,10.3,97931.63,Pink,Finland,2.0,,3.0,16250,3
521,Tesla,Roadster (upcoming),2018,Lithium-titanate,49.9,419,Inductive (Wireless) Charging,3.2,118150.34,Platinum,Mexico,3.0,0.0,3.0,11888,3
522,Audi,Q4 e-tron,2015,Lead-acid,35.0,248,Vehicle-to-Home (V2H),2.7,100282.37,Stealth Gray,Argentina,,,3.0,7174,4
